Firm Name,Category,City,State,Region,Website,Focus/Sector,AUM/Fund Size,Deal Size/Criteria,Priority,Founded,Team Size,Description,Contact Email,Notes
Highview Capital,Private Equity,Los Angeles,CA,Los Angeles,N/A,Transformational investing,~$700M deployed,Family-office backed; evergreen,2,N/A,N/A,,,
Marlin Equity Partners,Private Equity,El Segundo,CA,Los Angeles,marlinequity.com,"Technology, healthcare",Multi-billion,Business services focus,2,N/A,N/A,,,
Aurora Capital Partners,Private Equity,Los Angeles,CA,Los Angeles,N/A,Middle-market buyouts,Multi-billion,Diversified,2,N/A,N/A,,,
Pacific Avenue Capital Partners,Private Equity,Los Angeles,CA,Los Angeles,pacificavenuecapital.com,Corporate divestitures,Middle-market,"Carve-outs, complex situations",2,N/A,N/A,,,
Caltius Equity Partners,Private Equity,Los Angeles,CA,Los Angeles,N/A,"Business services, industrial",$10-30M investments,N/A,3,1999,N/A,,,
Century Park Capital Partners,Private Equity,Los Angeles,CA,Los Angeles,N/A,Profitable companies,Middle-market,$20M-$100M revenue,3,N/A,N/A,,,
Rockwood Equity Partners,Private Equity,Los Angeles,CA,Los Angeles,rockwoodequity.com,"B2B products, regulated industries",Lower MM,Industrial focus,3,N/A,N/A,,,
Kingswood Capital,Private Equity,Los Angeles,CA,Los Angeles,N/A,Operational/financial change,N/A,Transformation focus,3,N/A,N/A,,,
Solis Capital Partners,Private Equity,Southern CA,CA,Los Angeles,N/A,Organizational transformation,Lower MM,N/A,3,2002,N/A,,,
First Round Capital,Venture Capital,San Francisco,CA,Bay Area,firstround.com,Founder-focused,$563M,$1-5M checks,1,N/A,N/A,,,
Initialized Capital,Venture Capital,San Francisco,CA,Bay Area,initialized.com,Earliest stages,N/A,Seed,1,N/A,N/A,Garry Tan founded,,
True Ventures,Venture Capital,San Francisco,CA,Bay Area,trueventures.com,Deep hardware,$3.8B+,Pre-Seed to A,1,N/A,N/A,,,
Cowboy Ventures,Venture Capital,Palo Alto,CA,Bay Area,cowboy.vc,Seed,N/A,Strong founder network,2,N/A,N/A,,,
Forerunner Ventures,Venture Capital,San Francisco,CA,Bay Area,forerunnerventures.com,E-commerce/retail,$100M+,"Birchbox, Dollar Shave Club",2,N/A,N/A,,,
Blumberg Capital,Venture Capital,San Francisco,CA,Bay Area,blumbergcapital.com,"FinTech, Enterprise, SaaS",N/A,"Fundbox, CoverHound",2,N/A,N/A,,,
Liquid 2 Ventures,Venture Capital,San Francisco,CA,Bay Area,liquid2.vc,Seed,N/A,Co-founded by Joe Montana,2,N/A,N/A,,,
Menlo Ventures,Venture Capital,Menlo Park,CA,Bay Area,menlovc.com,Full-stack,Multi-billion,Seed through growth,1,N/A,N/A,,,
Crosslink Capital,Venture Capital,San Francisco,CA,Bay Area,crosslinkcapital.com,Enterprise/consumer,$1.3B+,"Postmates, Chime",1,1989,N/A,,,
CRV (Charles River Ventures),Venture Capital,San Francisco,CA,Bay Area,crv.com,Power to the Person,Multi-billion,N/A,1,1970,N/A,,,
Mayfield Fund,Venture Capital,Menlo Park,CA,Bay Area,mayfield.com,Emerging AI focus,Multi-billion,N/A,1,N/A,N/A,Mayfield fellows program at Stanford,,
Felicis Ventures,Venture Capital,Palo Alto,CA,Bay Area,felicis.com,"Credit Karma, Plaid",$239.6M,N/A,2,N/A,N/A,,,
Emergence Capital,Venture Capital,San Mateo,CA,Bay Area,emcap.com,SaaS pioneer,N/A,"ServiceMax, Gusto",1,N/A,N/A,,,
Better Tomorrow Ventures,Venture Capital,San Francisco,CA,Bay Area,btv.vc,FinTech focus,$140M,N/A,2,N/A,N/A,,,
FIN VC,Venture Capital,San Francisco,CA,Bay Area,finvc.co,Financial services/tech,N/A,N/A,2,N/A,N/A,,,
Flourish Ventures,Venture Capital,San Francisco,CA,Bay Area,flourishventures.com,Financial services innovation,N/A,N/A,2,N/A,N/A,,,
Tribe Capital,Venture Capital,San Francisco,CA,Bay Area,tribecap.co,FinTech/Crypto,N/A,Data science-driven,2,N/A,N/A,,,
DCVC (Data Collective),Venture Capital,San Francisco,CA,Bay Area,dcvc.com,"AI, sustainability, robotics",$1B+,N/A,1,N/A,N/A,,,
Congruent Ventures,Venture Capital,San Francisco,CA,Bay Area,congruentvc.com,Early-stage climate tech,N/A,N/A,2,N/A,N/A,,,
Obvious Ventures,Venture Capital,San Francisco,CA,Bay Area,obvious.com,World-positive investing,N/A,N/A,2,N/A,N/A,,,
Prelude Ventures,Venture Capital,San Francisco,CA,Bay Area,preludeventures.com,Climate/sustainability,N/A,Early-stage,2,N/A,N/A,,,
G2 Venture Partners,Venture Capital,San Francisco,CA,Bay Area,g2vp.com,Climate/industrial tech,N/A,N/A,2,N/A,N/A,,,
8VC,Venture Capital,San Francisco,CA,Bay Area,8vc.com,Deep tech/healthcare,N/A,Joe Lonsdale (Palantir co-founder),1,N/A,N/A,,,
Khosla Ventures,Venture Capital,Menlo Park,CA,Bay Area,khoslaventures.com,Healthcare/tech,N/A,Vinod Khosla,1,N/A,N/A,,,
Canaan Partners,Venture Capital,Menlo Park,CA,Bay Area,canaan.com,"Biopharma, digital health",$3.08B,N/A,1,N/A,N/A,,,
Pivotal Life Sciences,Venture Capital,San Francisco,CA,Bay Area,pivotallifesciences.com,Drug discovery,N/A,Nan Fung Group backing,2,N/A,N/A,,,
500 Global,Venture Capital,San Francisco,CA,Bay Area,500.co,"5,000+ companies",$2.7B,80 countries; 51 unicorns,1,N/A,N/A,,,
Celesta Capital,Venture Capital,Silicon Valley,CA,Bay Area,celestacap.com,"AI, semiconductors",$1B+,100+ investments,1,N/A,N/A,,,
South Park Commons,Venture Capital,San Francisco,CA,Bay Area,southparkcommons.com,Support before company formation,Pre-seed,N/A,2,N/A,N/A,,,
Basis Set Ventures,Venture Capital,San Francisco,CA,Bay Area,basisset.com,AI for productivity,Seed,N/A,2,N/A,N/A,,,
Upfront Ventures,Venture Capital,Santa Monica,CA,Los Angeles,upfront.com,"Digital media, SaaS",$2B+ raised,"Seed, Series A; Ring, TrueCar, GOAT, Bird",1,N/A,N/A,"MBA intern program; draws from UCLA Anderson, USC Marshall",,
Greycroft,Venture Capital,Los Angeles,CA,Los Angeles,greycroft.com,"Consumer tech, AI",$3B+,"Seed-Growth; Bird, Bumble, Venmo",1,N/A,N/A,,,
Crosscut Ventures,Venture Capital,Santa Monica,CA,Los Angeles,crosscut.vc,"Frontier tech: space, energy, defense",$300M+,Seed,1,N/A,N/A,Largest LA seed fund; Ventures Fellows with UCLA/USC,,
Wonder Ventures,Venture Capital,Los Angeles,CA,Los Angeles,N/A,Backed nearly all LA unicorns,Pre-seed,$250K-$500K checks,2,N/A,N/A,,,
Bonfire Ventures,Venture Capital,Los Angeles,CA,Los Angeles,N/A,B2B tech,Seed,#3 Founder's Choice 2022,2,N/A,N/A,,,
Mucker Capital,Venture Capital,Santa Monica,CA,Los Angeles,N/A,LA-focused,Seed,Accelerator and fund,2,N/A,N/A,,,
Fika Ventures,Venture Capital,Los Angeles,CA,Los Angeles,N/A,"Data, AI, automation, fintech",Seed,N/A,2,N/A,N/A,,,
MaC Venture Capital,Venture Capital,Los Angeles,CA,Los Angeles,N/A,"Consumer, FinTech, EdTech, Digital Health",Pre-seed-B,Seed-A,2,N/A,N/A,,,
March Capital,Venture Capital,Santa Monica,CA,Los Angeles,N/A,"Enterprise, AI, Security",Early/Growth,Multi-stage,2,N/A,N/A,,,
Fifth Wall,Venture Capital,Los Angeles,CA,Los Angeles,N/A,Real estate technology (proptech),$1B+,Multi-stage,1,N/A,N/A,"Hires MBAs with real estate backgrounds from Wharton, Columbia",,
The Chernin Group (TCG),Venture Capital,Los Angeles,CA,Los Angeles,N/A,"Media, entertainment, consumer",N/A,Multi-stage,2,N/A,N/A,,,
Elysian Park Ventures,Venture Capital,Los Angeles,CA,Los Angeles,N/A,Sports tech,N/A,Multi-stage,2,N/A,N/A,Dodgers ownership linked,,
Tech Coast Angels,Venture Capital,Orange County/LA,CA,Los Angeles,N/A,Angel/Seed,N/A,Seed,2,N/A,425+,Largest angel group,,
Act One Ventures,Venture Capital,Los Angeles,CA,Los Angeles,N/A,"E-commerce infrastructure, vertical SaaS","Pre-seed, Seed",Seed,2,N/A,N/A,,,
Slauson & Co.,Venture Capital,Los Angeles,CA,Los Angeles,N/A,"Diverse founders, community focus",Seed,Seed,2,N/A,N/A,,,
Science Ventures,Venture Capital,Santa Monica,CA,Los Angeles,N/A,Incubator,Incubator/Seed,Seed,2,N/A,N/A,Created Dollar Shave Club,,
Silver Creek Capital Management,Hedge Fund,Seattle,WA,PNW,silvercreekcapital.com,Fund of funds,$10B+,Alternative asset manager; 25+ year history,2,N/A,N/A,,,
Parametric Portfolio Associates,Hedge Fund,Seattle,WA,PNW,N/A,Quantitative,$8.9B,"Systematic equity, alternative risk premia; Eaton Vance/Morgan Stanley",2,N/A,100+,Recruits UW and West Coast grads for research roles,,
Euclidean Technologies,Hedge Fund,Seattle,WA,PNW,N/A,ML-based equity,~$136M,Converted to ETF structure,3,N/A,N/A,,,
Russell Investments,Asset Manager,Seattle,WA,PNW,russellinvestments.com,Manager-of-managers,N/A,Indexes and alternatives,2,N/A,N/A,Hires MBAs via CFA community or UW connections,,
Cascade Investment,Family Office,Seattle,WA,PNW,N/A,Value investing,N/A,Bill Gates family office,2,N/A,N/A,Occasionally hires MBA grads for public equities team,,Very selective; requires top credentials
J E Moody & Company,Hedge Fund,Portland,OR,PNW,jemoody.com,Quantitative CTA,N/A,2021 HFM US Quant Award; physics PhD founder,2,N/A,N/A,,,
Eight Bridges Capital Management,Hedge Fund,Portland,OR,PNW,eightbridges.com,Long/short hedged,N/A,US opportunistic investments,3,N/A,N/A,,,
Tygh Capital Management,Hedge Fund,Portland,OR,PNW,tyghcap.com,Alternative,N/A,N/A,3,N/A,N/A,,,
Farallon Capital,Hedge Fund,San Francisco,CA,Bay Area,faralloncapital.com,Multi-strategy,$40B+,"Credit, equity, real estate",1,1986,200+,Tom Steyer founded; Stanford GSB network,,
ValueAct Capital,Hedge Fund,San Francisco,CA,Bay Area,valueact.com,Activist investing,$16B+,ESG focus; takes board seats,1,N/A,~20,Hires pre-MBA analysts and occasionally MBA grads,,
Dodge & Cox,Asset Manager,San Francisco,CA,Bay Area,dodgeandcox.com,Value-oriented,$300B+,Equity and fixed income,1,N/A,N/A,"Recruits MBA grads from Stanford, Berkeley",,
Woodline Partners,Hedge Fund,San Francisco,CA,Bay Area,woodlinepartners.com,Fundamental L/S equity,N/A,Tech-driven analytics,2,N/A,N/A,,,
Two Sigma (SF Office),Hedge Fund,San Francisco,CA,Bay Area,twosigma.com,Quantitative,$60B+,Major SF presence,1,N/A,N/A,,,
Point72 (SF Office),Hedge Fund,San Francisco,CA,Bay Area,point72.com,Multi-strategy,$35B+,Steve Cohen's fund,1,N/A,N/A,,,
Oaktree Capital Management,Hedge Fund/PE,Los Angeles,CA,Los Angeles,oaktreecapital.com,"Distressed debt, credit, PE, real estate",$169B,N/A,1,1995,N/A,"Howard Marks co-founded; MBA associate program from Wharton, UCLA",,
DoubleLine Capital,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,"Fixed income, credit",$90B+,N/A,1,2009,N/A,,,
Canyon Capital Advisors,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,"Value-oriented, event-driven, distressed",$13.5B+,N/A,1,N/A,N/A,"Hires MBAs for research roles from UCLA Anderson, USC",,
TCW Group,Asset Manager,Los Angeles,CA,Los Angeles,N/A,"Fixed income, equity, alternatives",$200B+,N/A,1,1971,N/A,Recruits MBA grads from Anderson for fixed-income research,,
Empyrean Capital,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,Multi-strategy,N/A,Goldman vets founded,2,2004,N/A,,,
Universa Investments,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,Tail risk,N/A,Nassim Taleb's Black Swan fund,2,N/A,N/A,,,
Kayne Anderson,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,"Energy infrastructure, real estate, credit",$33B+,N/A,1,N/A,N/A,,,
Beach Point Capital,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,Credit,Credit,N/A,2,N/A,N/A,,,
Post Advisory Group,Hedge Fund,Los Angeles,CA,Los Angeles,N/A,"High yield, distressed",Credit,N/A,2,N/A,N/A,,,
Cercano Management,Family Office,Bellevue,WA,PNW,N/A,UHNW families,$10-10.5B,Spun from Paul Allen's Vulcan Capital; largest position: Microsoft,2,N/A,N/A,,,
Brighton Jones,Family Office,Seattle,WA,PNW,brightonjones.com,UHNW,N/A,"Amazon, Boeing, Microsoft exec comp expertise",3,N/A,N/A,,,
Caprock,Family Office,Mercer Island,WA,PNW,caprock.com,"UHNW, impact strategies",N/A,Multi-family office,3,N/A,N/A,,,
Bessemer Trust (Seattle),Family Office,Seattle,WA,PNW,bessemertrust.com,UHNW,N/A,118+ year history,3,N/A,N/A,,,
BNY Wealth (Seattle),Family Office,Seattle,WA,PNW,bny.com/wealth,"Business owner transitions, family offices",N/A,N/A,3,N/A,N/A,,,
The Clarius Group,Family Office,Seattle,WA,PNW,clariusgroup.com,Intergenerational wealth,N/A,Shared family office,3,N/A,N/A,,,
Hoban Family Office,Family Office,Seattle,WA,PNW,hobanfamilyoffice.com,Real estate focus,$5B+ managed,N/A,3,N/A,N/A,,,
Ferguson Wellman Capital Management,Family Office,Portland,OR,PNW,fergusonwellman.com,Employee-owned,$8.9B,"1,026 clients; CNBC Top 100 (#10 in 2024)",2,1975,N/A,,,
Octavia Group,Family Office,Portland,OR,PNW,N/A,Private family office,N/A,$10M minimum; Ferguson Wellman division,3,N/A,N/A,,,
Becker Capital Management,Family Office,Portland,OR,PNW,beckercap.com,ESG/impact focus,~$5B,"Also Seattle, Bend, Boise",2,1976,N/A,,,
Vista Capital Partners,Family Office,Portland,OR,PNW,N/A,"Wealth management, financial planning",N/A,N/A,3,N/A,N/A,,,
Campbell Global,Family Office,Portland,OR,PNW,N/A,Timberland investment,N/A,Specialist,3,1981,N/A,,,
RVK Inc.,Family Office,Portland,OR,PNW,N/A,Investment consulting,N/A,Institutions,3,1985,N/A,,,
ICONIQ Capital,Family Office,San Francisco,CA,Bay Area,iconiqcapital.com,Multi-family office,N/A,Early Facebook executives; tech entrepreneurs,1,2011,N/A,,,
Fremont Group,Family Office,San Francisco,CA,Bay Area,N/A,Bechtel Family SFO,N/A,"Industrials, life sciences, tech",2,N/A,N/A,,,
Dolby Family Ventures,Family Office,San Francisco,CA,Bay Area,N/A,Tech VC,N/A,"Ray Dolby family; digital media, security, cloud",2,N/A,N/A,,,
Baruch Future Ventures,Family Office,San Francisco,CA,Bay Area,N/A,Climate/VC,N/A,"Tom Baruch; clean energy, food, water",2,N/A,N/A,,,
Cresset Capital,Family Office,San Francisco,CA,Bay Area,cressetcapital.com,UHNW MFO,N/A,True fiduciary; private investment access,2,N/A,N/A,Two-year post-MBA Rotational Analyst program,,
Callan Family Office,Family Office,San Francisco,CA,Bay Area,callanfamilyoffice.com,UHNW,N/A,Callan LLC partnership; institutional-grade,2,N/A,N/A,,,
Bessemer Trust (SF),Family Office,San Francisco,CA,Bay Area,bessemertrust.com,UHNW,N/A,118+ year history,3,N/A,N/A,,,
Willcrest Partners,Family Office,San Francisco,CA,Bay Area,willcrest.com,B2B services,N/A,Family office backed; $1-5M EBITDA companies,2,N/A,N/A,,,
Guggenheim Partners,Family Office,Santa Monica,CA,Los Angeles,N/A,"Investment management, family office",$285B+,N/A,1,N/A,N/A,,,
Core Family Office,Family Office,Los Angeles,CA,Los Angeles,N/A,UHNW,N/A,"Tax strategy, investments, lifestyle management",3,N/A,N/A,,,
Rockefeller Global Family Office,Family Office,Los Angeles,CA,Los Angeles,N/A,MFO,N/A,Expanding LA presence,2,N/A,N/A,,,
UBS Private Family Wealth Partners,Family Office,Los Angeles,CA,Los Angeles,N/A,Entertainment clientele,$40B+,Family office resources,2,N/A,N/A,,,
Morgan Stanley Graystone West LA,Family Office,Los Angeles,CA,Los Angeles,N/A,MFO services,N/A,"Hedge fund access, PE access",2,N/A,N/A,,,
HCVT,Family Office,West LA/Encino,CA,Los Angeles,N/A,Business management,N/A,Media & entertainment focus,3,N/A,N/A,,,
Sorenson Capital,Private Equity,Salt Lake City,UT,Mountain West,N/A,"Tech, healthcare, climate tech",~$1.0B,Growth-stage and small buyouts,2,N/A,N/A,Regional leader; invests in Silicon Slopes companies,,Actively hires BYU Marriott MBAs and ex-consultants
Peterson Partners,Private Equity,Salt Lake City,UT,Mountain West,N/A,"Consumer, services, search funds",N/A,Lower-middle-market PE and venture,2,N/A,N/A,Founded by Joel Peterson (ex-Blackstone); strong BYU network; Search Fund incubator,,Hires pre-MBA analysts (often BYU grads) and occasionally MBA associates
Mercato Partners,Private Equity,Salt Lake City,UT,Mountain West,N/A,"Tech, branded consumer (Traverse, Savory)",N/A,Growth equity,2,2007,N/A,"Stance, Cotopaxi investments; Traverse (growth), Alpha (secondaries), Savory (F&B)",,Recruits associates with finance backgrounds; considers MBA hires with operational experience
Kickstart Fund,Venture Capital,Salt Lake City,UT,Mountain West,N/A,Mountain West startups,~$220M,Seed-stage,2,N/A,~10,Most active seed VC in Utah; 100+ startups backed,,Often hires recent grads or MBA interns from BYU/Utah
Tower Arch Capital,Private Equity,Draper,UT,Mountain West,N/A,Family-owned businesses,N/A,Lower middle-market control,2,N/A,N/A,Inc. Founder-Friendly list; 2-year associate commitments from IB analysts,,Active recruiter of associates
Pelion Venture Partners,Venture Capital,Salt Lake City,UT,Mountain West,N/A,"Enterprise software, internet",~$600M,Early-stage,2,1986,~10,"Divvy, Riverbed portfolio; spun from Novell",,Occasionally hires pre-MBA analysts (U of Utah grads)
Crewe Capital,Investment Banking,Salt Lake City,UT,Mountain West,crewe.com,"M&A, private capital advisory",N/A,Middle-market,3,N/A,N/A,Focus on Utah's growth companies; taps BYU Marriott network,,
Class VI Partners,Investment Banking,Denver,CO,Mountain West,classvipartners.com,"M&A, exit planning",N/A,Mid-market,2,N/A,N/A,Also serves Utah companies; CU Boulder/BYU MBAs on team,,
SDR Ventures,Investment Banking,Denver,CO,Mountain West,sdrventures.com,"Agribusiness, manufacturing, healthcare",N/A,Sell-side M&A for entrepreneur-owned,2,N/A,N/A,Recruits analysts from Colorado universities,,
W.G. Nielsen & Co.,Investment Banking,Denver,CO,Mountain West,wgnielsen.com,Mid-market M&A,N/A,Middle-market company sales,3,N/A,N/A,Founded by former Boettcher bankers; very small; hires via networks,,
Excellere Partners,Private Equity,Denver,CO,Mountain West,N/A,"Healthcare, industrial",~$730M,Founder-led companies,2,2006,N/A,Recruits associates with IB/consulting backgrounds; MBA hiring from Rockies schools,,
Mountaingate Capital,Private Equity,Denver,CO,Mountain West,N/A,"Marketing services, business services",~$300M,Lower middle-market,2,N/A,~15,Spun out of KRG Capital; hires pre-MBA associates from Denver IBs,,
Grey Mountain Partners,Private Equity,Boulder,CO,Mountain West,N/A,Industrial companies,N/A,Lower middle-market,3,2003,N/A,Acquires underperforming industrial companies; small team,,Opportunistic MBA hiring
Bow River Capital,Private Equity,Denver,CO,Mountain West,N/A,"Industrial services, healthcare, software",N/A,Multi-strategy alternative asset manager,2,N/A,N/A,Launched Evergreen Fund for individual investors; RailPros acquisition,,
Platte River Equity,Private Equity,Denver,CO,Mountain West,N/A,"Industrial, aerospace, chemical",N/A,Lower middle-market,2,2006,N/A,Inc. Founder-Friendly Investors list (2022-2024),,
KSL Capital Partners,Private Equity,Denver,CO,Mountain West,N/A,Travel and Leisure,Multi-billion,"Ski resorts, luxury hotels",1,N/A,N/A,Owns iconic ski resorts and hotel chains; recruits hospitality-focused bankers,,
Janus Henderson Investors,Asset Manager,Denver,CO,Mountain West,N/A,"Equity, fixed income",N/A,Multi-strategy,1,N/A,N/A,Anchor of Denver financial community; research associate program; hires CU Denver MBAs,,
ArrowMark Partners,Hedge Fund,Denver,CO,Mountain West,N/A,"Leveraged loans, equity, CLOs",$20B+,Alternative,2,N/A,N/A,Hires analysts and MBA grads for credit research; recruits from DU Daniels,,
Foundry Group,Venture Capital,Boulder,CO,Mountain West,N/A,Early-stage tech,~$1B,Seed/Series A,2,N/A,N/A,Brad Feld's firm; venture fellows through CU Boulder; no formal MBA hiring,,
Access Venture Partners,Venture Capital,Denver,CO,Mountain West,N/A,Enterprise software,N/A,Mid-sized,3,N/A,4-Mar,Sometimes takes interns from DU/CU,,
Techstars,Venture Capital/Accelerator,Boulder,CO,Mountain West,N/A,Accelerators globally,N/A,Seed,2,N/A,N/A,Hires program managers - often MBA grads with startup passion,,
Montage Partners,Private Equity,Scottsdale,AZ,Southwest,N/A,People-First Private Equity,$1.5M-$7M EBITDA,Lower middle-market,2,N/A,N/A,"Active Associate recruiter; hires from Stephens, Platte River, Wharton",,
Grayhawk Capital,Venture Capital,Phoenix,AZ,Southwest,N/A,"B2B SaaS, Healthcare IT, Cybersecurity",N/A,Early-stage,2,N/A,N/A,Longest-tenured venture firm in Arizona; Picmonic investment,,
Pinewell Capital,Private Equity,Scottsdale,AZ,Southwest,N/A,"Manufacturing, industrial services",N/A,Lower middle-market,3,N/A,N/A,Hands-on operational improvements; sector-agnostic,,
Tallwave Capital,Venture Capital,Phoenix,AZ,Southwest,N/A,Seed-stage software,~$15M,Seed,3,N/A,N/A,Small fund; hires via network,,
Northrim Horizon,Private Equity,Mesa,AZ,Southwest,N/A,Permanent Capital,N/A,Micro-PE,3,N/A,N/A,Holds businesses indefinitely; appeals to legacy-minded founders,,
Persient Capital,Investment Banking,Phoenix,AZ,Southwest,persient.com,M&A advisory,N/A,Mid-sized companies,3,N/A,N/A,Helps mid-sized AZ companies sell or raise capital,,
Bridgepoint Investment Banking,Investment Banking,Omaha,NE,Midwest,N/A,"Agribusiness, energy, Midwest companies",N/A,M&A and capital raising,2,N/A,N/A,"Occasionally hires local finance talent (Nebraska, Creighton grads)",,
McCarthy Capital,Private Equity,Omaha,NE,Midwest,N/A,Growth-oriented companies,$30-125M investments,Middle-market,2,1986,~20,"Omaha Steaks, Medaxion portfolio; long-term partnership focus",,Hires analysts (Creighton/Nebraska grads) and MBA associates
First Capital Partners,Private Equity,Omaha,NE,Midwest,N/A,Mezzanine debt and equity,$10-100M revenue companies,Junior capital,3,2006,~8,"BedJet, NeoSystems portfolio; flexible capital for expansions",,Hires candidates with credit analysis/banking background
Percipio Partners,Private Equity,Omaha,NE,Midwest,N/A,"Multifamily RE, farmland, venture",N/A,Multi-family office style,3,2008,N/A,Broad asset class approach; hires via personal network,,
Panorama Point Partners,Private Equity,Omaha,NE,Midwest,N/A,"Healthcare, software, impact",N/A,Expansion-stage,2,N/A,6-May,Founder managed ~$5B at Capricorn (Jeff Skoll's firm); impact-focused,,Seeks candidates with finance and impact investing experience
Weitz Investment Management,Asset Manager,Omaha,NE,Midwest,weitzinvestments.com,Value-oriented,~$4B,Long-term stock picking,2,N/A,N/A,Omaha's other Warren; Buffett-style value investing,,Hires analysts with deep fundamental research skills; MBA/CFA common
Bird Dog Equity Partners,Private Equity,Sioux Falls,SD,Midwest,N/A,"Midwest companies (franchised restaurants, industrial)",N/A,Lower-mid-market,3,N/A,N/A,"Founded by SD entrepreneurs; hires sporadically (USD, SDSU alumni)",,
Bluestem Capital,Private Equity,Sioux Falls,SD,Midwest,N/A,"Regional businesses, venture",~$150M,Middle-market,3,1993,N/A,May hire interns from USD; small investment staff,,
South Dakota Trust Company,Trust Company,Sioux Falls,SD,Midwest,sdtrustco.com,Trust administration for UHNW,$100B+ administered,1000+ trusts,2,2002,~80,Leader in trust admin; also SDTC Direct for alternatives,,Hires trust officers (JD/CFP) and family office investment analysts
William Blair,Investment Banking,Chicago,IL,Midwest,N/A,"Middle-market M&A, equity research",~1700 employees,Full-service middle-market,1,N/A,N/A,Leading middle-market IB; recruits MBAs from Booth/Kellogg,,
Lincoln International,Investment Banking,Chicago,IL,Midwest,N/A,Mid-market M&A specialist,N/A,Middle-market,1,N/A,N/A,"Global offices; actively hires analysts and MBA associates (Chicago, Northwestern)",,
Mesirow Financial,Investment Banking,Chicago,IL,Midwest,mesirow.com,Family-owned business sales,N/A,Mid-market,2,N/A,N/A,Recruits experienced professionals; some MBAs,,
Loop Capital,Investment Banking,Chicago,IL,Midwest,N/A,"Public finance, advisory",N/A,Full-service,2,N/A,N/A,Minority-owned; recruits from local universities,,
GTCR,Private Equity,Chicago,IL,Midwest,N/A,"TMT, healthcare, fintech",$7B+,Middle/upper-middle market,1,1980,N/A,"Leaders Strategy (backing experienced CEOs); recruits top MBAs (Booth, Kellogg, HBS)",,
Madison Dearborn Partners,Private Equity,Chicago,IL,Midwest,N/A,"Communications, consumer, health, industrial",~$28B,Middle/upper-middle market buyouts,1,N/A,N/A,Regularly hires MBA associates (2-3 years IB); strong Booth ties,,
Shore Capital Partners,Private Equity,Chicago,IL,Midwest,N/A,"Micro-cap healthcare, food, business services",~$600M,Lower middle-market,1,N/A,N/A,Very active dealmaker (platform + add-ons); hires pre-MBA analysts and post-MBA VPs,,
Kinzie Capital Partners,Private Equity,Chicago,IL,Midwest,N/A,"Consumer, manufactured products, fintech",N/A,Lower middle-market,3,N/A,N/A,Female-founded; runs accelerator for portfolio ops; recruits locally,,
Water Street Healthcare Partners,Private Equity,Chicago,IL,Midwest,N/A,Healthcare exclusively,N/A,Mid-market,2,N/A,N/A,Often hires healthcare industry experience + MBA,,
Chicago Ventures,Venture Capital,Chicago,IL,Midwest,N/A,Chicago and Midwest startups,~$100M,Seed,2,N/A,~8,Engages with UChicago and Kellogg; associate program,,
M25,Venture Capital,Chicago,IL,Midwest,N/A,Midwest startups exclusively,~$30M,Micro-VC,2,N/A,N/A,Invests across 12 Midwest states; hires interns from local MBA programs,,
Lightbank,Venture Capital,Chicago,IL,Midwest,N/A,Disruptive tech,N/A,Early-stage,2,N/A,6-May,Founded by Groupon co-founders; networking with Booth entrepreneurs,,
Hyde Park Venture Partners,Venture Capital,Chicago,IL,Midwest,N/A,Seed-Series A Midwest,$250M,Seed-A,2,N/A,N/A,"Data-driven investing; offers MBA internships (Kellogg VC Lab, Booth PE/VC lab)",,
Pritzker Group,Private Equity/VC,Chicago,IL,Midwest,N/A,Venture capital and middle-market PE,N/A,Multi-strategy,1,N/A,N/A,Family office with VC and PE arms; MBA fellowship and post-MBA associate hiring,,
Cresset Capital (Chicago),Family Office,Chicago,IL,Midwest,cressetcapital.com,UHNW multi-family office,N/A,Private investments,1,N/A,N/A,Two-year post-MBA Rotational Analyst program; fast-growing,,
Harrison Street,Private Equity,Chicago,IL,Midwest,N/A,Real estate alt asset manager,N/A,Real estate PE,2,N/A,N/A,Started as family office; recruits MBAs for real estate PE roles,,
Piper Sandler,Investment Banking,Minneapolis,MN,Midwest,pipersandler.com,"Healthcare, industrials, consumer",N/A,Top middle-market bank,1,N/A,N/A,"Strong regional recruiter (U of Minnesota, Carlson grads)",,
Norwest Equity Partners,Private Equity,Minneapolis,MN,Midwest,N/A,"Consumer, industrial, agri-business",N/A,Middle-market buyouts,2,N/A,N/A,"Long-standing Minneapolis PE; hires from Piper/Wells Fargo and Kellogg, Carlson",,
ShoreView Industries,Private Equity,Minneapolis,MN,Midwest,N/A,Niche manufacturing/services,N/A,Middle-market,3,N/A,N/A,Lean team; some Carlson MBA alums,,
Tonka Bay Equity Partners,Private Equity,Minneapolis,MN,Midwest,N/A,Midwest companies,$5-25M investments,Lower mid-market,3,N/A,N/A,Small team; hires via local connections,,
Arthur Ventures,Venture Capital,Minneapolis/Fargo,MN,Midwest,N/A,B2B software in non-coastal markets,N/A,Early-growth,2,N/A,N/A,Often hires associates from undergrad or industry; open to MBAs with product/tech,,
